seed,method,epoch,remaining_accuracy,forget_accuracy,testing_accuracy,SVC_MIA_forget_correctness,SVC_MIA_forget_confidence,SVC_MIA_forget_entropy,SVC_MIA_forget_m_entropy,SVC_MIA_forget_prob,unlearn_time_ms,wasserstein_dist,activation_distance_forget,activation_distance_test,wasserstein_dist_retrain,activation_distance_retrain,param_epochs_for_unlearning,param_learning_rate_for_unlearning,param_alpha,param_arch,param_dataset,param_lr,param_epochs_train,param_forgetting_data_amount,class_to_forget,ra_gap,ua_gap,test_gap,mia_confidence_gap,average_gap,run_time_efficiency
25,FT,2,96.61728395137081,9.13333332824707,93.8,0.9086666666666666,0.982,0.766888888888889,1.0,0.8762222222222222,19576.439380645752,1.014680034489063,0.7003229260444641,,1.4502789972569816,0.7489277720451355,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,35.4246913617923,9.13333332824707,33.388888888888886,0.018000000000000016,19.49122839473206,0.9982125560868593
25,FT,4,98.92839505720727,7.066666674296061,94.13333333333334,0.9293333333333333,0.9875555555555555,0.6913333333333334,1.0,0.5986666666666667,33250.14543533325,1.0286148860493478,0.7594507336616516,,1.4165597029807453,0.7079070806503296,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,23.71358024314597,7.066666674296061,24.777777777777786,0.01244444444444448,13.892617284916065,0.9991597702843854
25,FT,6,99.7185185139974,4.666666676839193,94.2,0.9533333333333334,0.9964444444444445,0.6213333333333333,0.0,0.4966666666666667,46826.0235786438,1.0640460671383445,0.7912410497665405,,1.4183419070170784,0.7228062152862549,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,15.81481481180073,4.666666676839193,23.84444444444445,0.003555555555555534,11.082370372159982,0.9983844328737184
25,FT,8,99.95555555555555,4.200000006781684,94.3,0.958,0.9986666666666667,0.6202222222222222,1.0,0.49177777777777776,60411.03768348694,1.0878221102945032,0.7968565821647644,,1.404298414627673,0.7275071144104004,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,3.5876543255087654,4.200000006781684,17.700000000000003,0.0013333333333332975,6.372246916405947,0.9985237050344058
25,FT,10,99.99506172839506,2.4444444448683,94.28888888888889,0.9755555555555555,1.0,0.5780000000000001,1.0,0.4422222222222222,73997.2152709961,1.1152216973073366,0.8340066075325012,,1.433980730206869,0.7362115383148193,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,0.348148148148141,2.4444444448683,14.12222222222222,0.0,4.228703703809665,0.9974378083578144
25,FT,12,99.99753086419753,2.1111111115879484,94.3,0.9788888888888889,1.0,0.5984444444444444,1.0,0.4362222222222222,87649.34039115906,1.1380258862807666,0.8380796909332275,,1.4178038404121769,0.7386698126792908,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,0.0024691358024711008,2.1111111115879484,12.311111111111103,0.0,3.6061728396253807,0.9977015151639373
25,FT,14,99.99753086419753,1.5555555560323928,94.31111111111112,0.9844444444444445,1.0,0.6068888888888888,1.0,0.41466666666666663,101210.77132225037,1.1362569752517673,0.849409282207489,,1.4303708654259957,0.7430359125137329,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,0.0024691358024711008,1.5555555560323928,12.311111111111117,0.0,3.4672839507364954,0.9975197938980915
25,FT,16,100.0,1.3333333367241753,94.25555555555556,0.9866666666666667,1.0,0.6151111111111112,1.0,0.4033333333333333,114809.55290794373,1.1363356919165382,0.8560092449188232,,1.4404534936106859,0.7441409230232239,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,0.0,1.3333333367241753,12.177777777777777,0.0,3.377777778625488,0.997724170048907
25,FT,18,100.0,1.0444444449212815,94.35555555555555,0.9895555555555555,1.0,0.6335555555555555,1.0,0.4066666666666666,128454.24270629883,1.1111605125591133,0.8509464263916016,,1.4590553712754104,0.748039722442627,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,0.0,1.0444444449212815,12.266666666666666,0.0,3.327777777896987,0.9976148819816092
25,FT,20,100.0,1.000000003390842,94.21111111111111,0.99,1.0,0.6571111111111111,1.0,0.41133333333333333,142077.14200019836,1.09018995864886,0.8481429815292358,,1.4495909946729932,0.7392617464065552,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,3,0.0,1.000000003390842,12.033333333333331,0.0,3.258333334181043,0.9980935627840417
