seed,method,epoch,remaining_accuracy,forget_accuracy,testing_accuracy,SVC_MIA_forget_correctness,SVC_MIA_forget_confidence,SVC_MIA_forget_entropy,SVC_MIA_forget_m_entropy,SVC_MIA_forget_prob,unlearn_time_ms,wasserstein_dist,activation_distance_forget,activation_distance_test,wasserstein_dist_retrain,activation_distance_retrain,param_epochs_for_unlearning,param_learning_rate_for_unlearning,param_alpha,param_arch,param_dataset,param_lr,param_epochs_train,param_forgetting_data_amount,class_to_forget,ra_gap,ua_gap,test_gap,mia_confidence_gap,average_gap,run_time_efficiency
12,FT,2,94.76959063399465,92.97777799479167,90.46,0.07022222222222219,0.15555555555555556,0.252,0.5302222222222222,0.3168888888888889,20700.34146308899,1.1549608742296718,0.14416417479515076,,1.7403439773493554,0.43639904260635376,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,36.88421053024203,37.37777809312608,33.61999999999999,0.4888888888888888,27.09271937806425,1.0117117838942722
12,FT,4,97.90877192518447,94.13333337402344,91.03,0.058666666666666645,0.11422222222222222,0.17333333333333334,0.40088888888888885,0.2262222222222222,35104.658126831055,1.1924578409141935,0.19331200420856476,,1.744987550265523,0.3276422917842865,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,23.29356725717288,27.19999985758463,23.180000000000007,0.2386666666666667,18.478058445356044,1.0076222266670984
12,FT,6,99.43625728495637,94.13333361816406,91.09,0.058666666666666645,0.12088888888888893,0.13866666666666672,0.44133333333333336,0.12222222222222223,49552.467346191406,1.2357772300517376,0.20506620407104492,,1.776261742605416,0.33312636613845825,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,12.247953219229714,23.688889207628037,20.47,0.24222222222222223,14.162266162269994,1.0068034303805744
12,FT,8,99.94385964912281,94.13333319769966,91.22,0.058666666666666645,0.13244444444444448,0.128,0.33333333333333337,0.11199999999999999,63981.31346702576,1.2976167733014436,0.2150154858827591,,1.8086025506527232,0.339828222990036,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,8.874853801526527,26.88888885498048,22.989999999999995,0.2724444444444444,14.756546775237862,1.0061063439137161
12,FT,10,99.9906432748538,94.2666668633355,91.34,0.05733333333333335,0.14800000000000002,0.13911111111111107,0.29688888888888887,0.10577777777777775,78416.00942611694,1.3200698649793858,0.2147519886493683,,1.8622302805202926,0.3429127633571625,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,0.6245614284939194,19.73333374023437,17.049999999999997,0.2693333333333333,9.419307125515406,1.005252866357027
12,FT,12,100.0,94.40000010850694,91.22,0.05600000000000005,0.15333333333333332,0.1413333333333333,0.3142222222222222,0.09911111111111115,92841.58492088318,1.3356248527680807,0.2181345820426941,,1.891294778906656,0.3443935513496399,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,0.0,17.511111077202685,14.39,0.3128888888888889,8.053499991522894,1.0052589979788247
12,FT,14,100.0,94.35555557590061,91.19,0.05644444444444441,0.1617777777777778,0.1537777777777778,0.24711111111111106,0.09688888888888891,107277.88162231445,1.3326489487187723,0.216042622923851,,1.9080199736714178,0.3455333113670349,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,0.0,17.377778116861975,14.170000000000002,0.31066666666666665,7.964611195882161,1.005209612261717
12,FT,16,100.0,94.44444430881076,91.28,0.05555555555555558,0.1591111111111111,0.15466666666666662,0.3164444444444444,0.09644444444444444,121689.71061706543,1.3212626135441148,0.22161656618118286,,1.940970293303102,0.34603196382522583,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,0.0,17.24444411892361,14.099999999999994,0.3137777777777778,7.914555474175345,1.0053358449742213
12,FT,18,100.0,94.53333361816406,91.33,0.05466666666666664,0.16488888888888886,0.1671111111111111,0.2671111111111111,0.09288888888888891,136107.3079109192,1.303584015989384,0.21886120736598969,,1.9487393343604082,0.3458685874938965,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,0.0,17.20000056287978,14.060000000000002,0.3057777777777778,7.89144458516439,1.005846423463687
12,FT,20,100.0,94.4444443766276,91.36,0.05555555555555558,0.16666666666666663,0.17066666666666663,0.264,0.09644444444444444,150516.41368865967,1.305182082773579,0.22135014832019806,,1.9541826228944579,0.3460099697113037,20.0,0.01,0.5,resnet18,cifar10,0.1,20,2250,,0.0,16.93333327229817,14.069999999999993,0.3048888888888889,7.827055540296763,1.0061139944689066
