seed,method,epoch,remaining_accuracy,forget_accuracy,testing_accuracy,SVC_MIA_forget_correctness,SVC_MIA_forget_confidence,SVC_MIA_forget_entropy,SVC_MIA_forget_m_entropy,SVC_MIA_forget_prob,unlearn_time_ms,wasserstein_dist,activation_distance_forget,activation_distance_test,wasserstein_dist_retrain,activation_distance_retrain,param_epochs_for_unlearning,param_learning_rate_for_unlearning,param_alpha,param_arch,param_dataset,param_lr,param_epochs_train,param_forgetting_data_amount,class_to_forget,ra_gap,ua_gap,test_gap,mia_confidence_gap,average_gap,run_time_efficiency
12,FT,2,94.7503267969867,94.17777775517216,90.51,0.058222222222222175,0.13674074074074072,0.20785185185185184,0.4666666666666667,0.3380740740740741,19128.01194190979,1.160279619996761,0.14651043713092804,,1.616616321760197,0.43574026226997375,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,39.00915032599954,38.35555551938657,35.56,0.6097777777777779,28.383620905790973,1.0001557914735428
12,FT,4,97.85359476765153,94.54814812554254,91.16,0.05451851851851852,0.1074074074074074,0.16459259259259262,0.4037037037037037,0.2228148148148148,32416.42189025879,1.1952423819217297,0.18529310822486877,,1.62747605261167,0.33411848545074463,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,22.823529420541007,26.75555554877387,23.769999999999996,0.22770370370370374,18.394197168254646,0.997598517238366
12,FT,6,99.4718954212463,94.39999996609158,91.03,0.05600000000000005,0.1074074074074074,0.13644444444444448,0.3931851851851852,0.1114074074074074,45704.92887496948,1.2412199763455487,0.1949889361858368,,1.6493727753391572,0.3401632010936737,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,10.138562099481717,22.251851845070178,19.700000000000003,0.23199999999999998,13.080603486137974,0.9966499472241847
12,FT,8,99.93464052287581,94.42962963867187,91.13,0.0557037037037037,0.12311111111111106,0.12592592592592589,0.3542222222222222,0.10444444444444445,59051.398277282715,1.2745241583758864,0.20223748683929443,,1.6904442839544098,0.346741259098053,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,14.295424833808838,29.274074080855755,27.669999999999995,0.2844444444444445,17.880985839777257,0.9986940783297119
12,FT,10,99.98169934640522,94.41481476056134,91.03,0.05585185185185182,0.13451851851851848,0.1287407407407407,0.30725925925925923,0.10237037037037033,72400.75397491455,1.299488764384818,0.2054636925458908,,1.7257441369338733,0.348665326833725,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,0.5751633986928084,19.65925922082971,17.14,0.27881481481481485,9.413309358584334,0.998909064601884
12,FT,12,100.0,94.4592592163086,91.09,0.05540740740740746,0.1438518518518519,0.13437037037037036,0.3288888888888889,0.0948148148148148,85731.88591003418,1.3222744243634712,0.20833997428417206,,1.7643783031595899,0.3510652780532837,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,0.007843137254909038,17.792592574508106,15.52000000000001,0.31125925925925924,8.407923742755571,0.9986260537763404
12,FT,14,100.0,94.37037040201822,91.17,0.05629629629629629,0.14962962962962967,0.14148148148148143,0.2918518518518518,0.09511111111111115,99198.48203659058,1.3273104972647969,0.20851121842861176,,1.784360674285415,0.3512873947620392,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,0.0,17.11111112693503,14.810000000000002,0.3204444444444444,8.06038889284487,0.9990776335729565
12,FT,16,100.0,94.38518513093172,91.09,0.05614814814814817,0.15570370370370368,0.14755555555555555,0.2592592592592593,0.09466666666666668,112529.07967567444,1.3213171696415518,0.21096444129943848,,1.798141999385708,0.34949761629104614,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,0.0,17.096296214916094,14.549999999999997,0.3122962962962963,7.989648127803097,0.9997188792729652
12,FT,18,100.0,94.4444444534867,91.11,0.05555555555555558,0.1571851851851852,0.1539259259259259,0.28400000000000003,0.09585185185185185,125989.66860771179,1.3176331689935177,0.2109183520078659,,1.811306914376558,0.35084426403045654,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,0.0,17.200000045211226,14.450000000000003,0.31540740740740736,7.991351863154659,1.0011440334084636
12,FT,20,100.0,94.60740742775246,91.15,0.05392592592592593,0.15866666666666662,0.16474074074074074,0.27274074074074073,0.09451851851851856,139328.8049697876,1.301606850142567,0.21203133463859558,,1.8193340043761626,0.3519933223724365,20.0,0.01,0.5,resnet18,cifar10,0.1,20,6750,,0.0,17.111111135977296,14.5,0.31274074074074076,7.980962969179509,1.0006596671292547
