seed,method,epoch,remaining_accuracy,forget_accuracy,testing_accuracy,SVC_MIA_forget_correctness,SVC_MIA_forget_confidence,SVC_MIA_forget_entropy,SVC_MIA_forget_m_entropy,SVC_MIA_forget_prob,unlearn_time_ms,wasserstein_dist,activation_distance_forget,activation_distance_test,wasserstein_dist_retrain,activation_distance_retrain,param_epochs_for_unlearning,param_learning_rate_for_unlearning,param_alpha,param_arch,param_dataset,param_lr,param_epochs_train,param_forgetting_data_amount,class_to_forget,ra_gap,ua_gap,test_gap,mia_confidence_gap,average_gap,run_time_efficiency
25,FT,2,95.08395061803748,94.42222221544054,91.17,0.055777777777777815,0.14711111111111108,0.18066666666666664,0.42866666666666664,0.22199999999999998,19716.70365333557,1.1850523553003784,0.136300191283226,,1.7095362008739816,0.45182594656944275,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,42.03209876844619,42.51111100599501,38.6,0.40222222222222226,30.886357999165856,0.9953120905100421
25,FT,4,98.0469135757258,95.06666670057508,91.72,0.04933333333333334,0.10511111111111116,0.1544444444444445,0.4337777777777778,0.20911111111111114,33292.59157180786,1.214200413390147,0.16540974378585815,,1.7072360057037634,0.3472979962825775,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,24.412345679765878,28.777777825249558,24.879999999999995,0.2486666666666666,19.579697542920524,0.9946385177230841
25,FT,6,99.43703703703704,94.55555571153428,91.76,0.054444444444444406,0.10955555555555552,0.12911111111111107,0.40022222222222226,0.19999999999999996,46872.56073951721,1.268319008838758,0.17405793070793152,,1.7352417390651356,0.3485509753227234,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,13.617283949110245,25.355555697970914,21.58,0.2208888888888889,15.193432133992511,0.9938010526221607
25,FT,8,99.93580246913581,94.31111106363932,91.78,0.05688888888888888,0.11733333333333329,0.11488888888888893,0.39355555555555555,0.1915555555555556,60543.50304603577,1.3006995290283752,0.18104729056358337,,1.7576162744120596,0.35178911685943604,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,5.918518526053731,24.555555474175335,22.710000000000008,0.2673333333333334,13.362851833390602,0.9937792821068703
25,FT,10,99.99753086419753,94.37777789984808,91.49,0.056222222222222173,0.13222222222222224,0.12088888888888893,0.3282222222222222,0.18888888888888888,74229.93326187134,1.333254466585902,0.18542540073394775,,1.8004060338396584,0.35469749569892883,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,1.943209881064334,21.088888902452254,18.659999999999997,0.2546666666666666,10.486691362545812,0.9951578068893044
25,FT,12,99.99753086419753,94.35555567084418,91.69,0.05644444444444441,0.14177777777777778,0.1326666666666667,0.30666666666666664,0.18688888888888888,87827.82888412476,1.3253700639472668,0.18676652014255524,,1.8193417211114755,0.35677865147590637,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,0.3901234567901213,19.644444437662756,17.03,0.26155555555555554,9.331530862502108,0.9952793932964429
25,FT,14,100.0,94.40000003390843,91.59,0.05600000000000005,0.14422222222222225,0.13577777777777778,0.31666666666666665,0.1875555555555556,101434.92293357849,1.316032635492917,0.1884048730134964,,1.8393484433179066,0.3569534122943878,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,0.0,17.24444443088109,14.820000000000007,0.29999999999999993,8.091111107720273,0.9943820576095007
25,FT,16,100.0,94.60000015597873,91.78,0.05400000000000005,0.15066666666666662,0.1484444444444445,0.2757777777777778,0.18822222222222218,115100.55613517761,1.3171660362533766,0.18939486145973206,,1.8563006046220019,0.3569291830062866,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,0.0,17.28888899739583,14.760000000000005,0.2944444444444445,8.08583336046007,0.994445498981345
25,FT,18,100.0,94.60000003390842,91.67,0.05400000000000005,0.15422222222222226,0.1551111111111111,0.29022222222222227,0.18533333333333335,128825.64306259155,1.2995231053095178,0.19053174555301666,,1.8536989915123459,0.3610081076622009,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,0.0,17.15555563015407,14.64,0.2964444444444444,8.023000018649629,0.99471254819483
25,FT,20,100.0,94.75555563693577,91.71,0.052444444444444405,0.1524444444444445,0.1631111111111111,0.25711111111111107,0.18533333333333335,142500.92792510986,1.286510885462743,0.18958038091659546,,1.8802606940803845,0.35823339223861694,20.0,0.01,0.5,resnet18,cifar10,0.1,20,4500,,0.0,17.333333279079866,14.72999999999999,0.30066666666666664,8.09099998643663,0.994793801881505
