seed,method,epoch,remaining_accuracy,forget_accuracy,testing_accuracy,SVC_MIA_forget_correctness,SVC_MIA_forget_confidence,SVC_MIA_forget_entropy,SVC_MIA_forget_m_entropy,SVC_MIA_forget_prob,unlearn_time_ms,wasserstein_dist,activation_distance_forget,activation_distance_test,wasserstein_dist_retrain,activation_distance_retrain,param_epochs_for_unlearning,param_learning_rate_for_unlearning,param_alpha,param_arch,param_dataset,param_lr,param_epochs_train,param_forgetting_data_amount,class_to_forget,ra_gap,ua_gap,test_gap,mia_confidence_gap,average_gap,run_time_efficiency
12,FT,2,95.4913580261984,39.19999998304579,92.06666666666666,0.608,0.8384444444444444,0.8375555555555556,1.0,0.8115555555555556,19670.283794403076,1.092989551898547,0.5541173219680786,,1.6674229144233055,0.7590009570121765,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,41.63703703854408,39.19999998304579,38.74444444444444,0.16155555555555556,29.935759255397468,0.9957983861174639
12,FT,4,98.24691357572578,28.933333343505858,92.44444444444444,0.7106666666666667,0.9113333333333333,0.8448888888888889,1.0,0.7342222222222222,33382.65252113342,1.1154913923812404,0.6248079538345337,,1.5917518749712511,0.7243823409080505,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,21.891358024691357,28.933333343505858,22.133333333333326,0.08866666666666667,18.261672842049304,0.9968268586832885
12,FT,6,99.6,24.733333374023438,92.6,0.7526666666666667,0.9344444444444444,0.8222222222222222,0.0,0.7066666666666667,47064.70727920532,1.1003992278138368,0.6357259750366211,,1.5625047062389932,0.7219386100769043,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,21.08641975836106,24.733333374023438,25.62222222222222,0.06555555555555559,17.87688272754057,0.996824854057268
12,FT,8,99.95308641975309,18.577777793036567,92.54444444444445,0.8142222222222222,0.9771111111111112,0.8137777777777777,0.0,0.714,60700.83785057068,1.1053875162752758,0.6682620048522949,,1.5396467731179209,0.7098761200904846,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,6.456790121949751,18.577777793036567,19.944444444444457,0.022888888888888848,11.250475312079915,0.9961269493316053
12,FT,10,99.99259259259259,15.000000014411079,92.65555555555555,0.85,0.9911111111111112,0.8115555555555556,0.0,0.6893333333333334,74312.26110458374,1.102882421404434,0.6922300457954407,,1.5022184702809238,0.7003777623176575,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,0.3555555555555543,15.000000014411079,14.36666666666666,0.008888888888888835,7.432777781380546,0.9966485537834838
12,FT,12,99.99753086419753,12.799999986436632,92.56666666666666,0.872,0.9982222222222222,0.8351111111111111,0.0,0.6826666666666666,87929.5117855072,1.093608900921044,0.6995033025741577,,1.5284899698848493,0.6955404281616211,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,0.0,12.799999986436632,12.733333333333334,0.001777777777777767,6.383777774386936,0.996739381571065
12,FT,14,100.0,10.33333332824707,92.63333333333334,0.8966666666666667,0.9988888888888889,0.8386666666666667,0.0,0.6655555555555556,101591.47953987122,1.0934600591709862,0.7145329117774963,,1.519002824071532,0.6938324570655823,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,0.0,10.33333332824707,12.0,0.0011111111111110628,5.583611109839546,0.99682012905333
12,FT,16,100.0,10.088888902452258,92.57777777777778,0.8991111111111111,0.9995555555555555,0.8595555555555555,1.0,0.6562222222222223,115265.63858985901,1.0853937209277909,0.7153005003929138,,1.5254266753882535,0.6906021237373352,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,0.0,10.088888902452258,12.01111111111112,0.0004444444444444695,5.525111114501955,0.9975786111612757
12,FT,18,100.0,8.733333353678386,92.5111111111111,0.9126666666666666,0.9995555555555555,0.8604444444444445,0.0,0.6537777777777778,128872.7195262909,1.0749854267361252,0.7235902547836304,,1.5426406322371906,0.6855301856994629,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,0.0,8.733333353678386,12.12222222222222,0.0004444444444444695,5.2140000050862625,0.9969292965667247
12,FT,20,100.0,7.577777794731988,92.5,0.9242222222222223,1.0,0.8717777777777778,0.0,0.6482222222222223,142559.23557281494,1.068483932650587,0.7246091365814209,,1.553376799984083,0.6871533989906311,20.0,0.01,0.5,resnet18,cifar10,0.1,20,,2,0.0,7.577777794731988,12.055555555555557,0.0,4.908333337571886,0.9975309832103422
