seed,method,epoch,remaining_accuracy,forget_accuracy,testing_accuracy,SVC_MIA_forget_correctness,SVC_MIA_forget_confidence,SVC_MIA_forget_entropy,SVC_MIA_forget_m_entropy,SVC_MIA_forget_prob,unlearn_time_ms,wasserstein_dist,activation_distance_forget,activation_distance_test,wasserstein_dist_retrain,activation_distance_retrain,param_epochs_for_unlearning,param_learning_rate_for_unlearning,param_alpha,param_arch,param_dataset,param_lr,param_epochs_train,param_forgetting_data_amount,class_to_forget,ra_gap,ua_gap,test_gap,mia_confidence_gap,average_gap,run_time_efficiency
42,FT,2,95.01052629294591,93.59999977620443,90.63,0.06399999999999995,0.12755555555555553,0.16800000000000004,0.4782222222222222,0.2964444444444444,20606.372833251953,1.2151005853820664,0.12112044543027878,,1.6797697738288375,0.421033650636673,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,36.27134502388581,33.86666631740994,33.199999999999996,0.36177777777777775,25.924947279768375,0.9923096209658278
42,FT,4,97.95321635606554,94.44444472927518,91.67,0.05555555555555558,0.10933333333333328,0.14088888888888884,0.44133333333333336,0.1995555555555556,34961.827993392944,1.260214031957911,0.14106854796409607,,1.695809175515029,0.3134283125400543,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,20.94035085327863,23.777777832031248,22.25,0.19377777777777783,16.790476615771915,0.994385404759393
42,FT,6,99.31695907110917,94.22222226291233,91.23,0.05777777777777782,0.10666666666666669,0.12355555555555553,0.4093333333333333,0.2008888888888889,49325.77443122864,1.2914268742782709,0.1570797860622406,,1.7263045505093586,0.3211360573768616,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,13.679532178019912,25.111111145019535,21.97,0.2586666666666666,15.254827497426529,0.9954657191817158
42,FT,8,99.92280701754386,94.31111088731554,91.44,0.05688888888888888,0.10844444444444445,0.10666666666666669,0.33244444444444443,0.09422222222222221,63663.49911689758,1.3371379657063525,0.16220752894878387,,1.7719814880783766,0.32505783438682556,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,4.357894752903988,20.933333075629335,19.099999999999994,0.23911111111111105,11.157584734911108,0.9957053283063622
42,FT,10,99.9906432748538,94.04444472927517,91.44,0.059555555555555584,0.12177777777777776,0.10888888888888892,0.3164444444444444,0.09333333333333338,78009.73224639893,1.3588206896609099,0.16274955868721008,,1.8163463186819802,0.3292945325374603,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,0.00935672514619057,18.044444607204852,15.219999999999999,0.3062222222222223,8.395005888643317,0.9958740246182547
42,GA,2,89.99999998822129,90.00000004069011,87.5,0.09999999999999998,0.1844444444444444,0.3515555555555555,0.48177777777777775,0.5702222222222222,1217.3779010772705,1.2164273534536567,0.039185479283332825,,1.7353855013656425,0.4334351718425751,5.0,0.0001,0.5,resnet18,cifar10,0.1,18,2250,,31.260818719161186,30.26666658189562,30.07,0.3048888888888889,22.975593547486422,0.05862340807698182
42,GA,4,89.64444445301078,89.59999997287326,86.93,0.10399999999999998,0.1631111111111111,0.29733333333333334,0.4946666666666667,0.528888888888889,1981.637716293335,1.278776549394418,0.03444680944085121,,1.722967971874318,0.3184329867362976,5.0,0.0001,0.5,resnet18,cifar10,0.1,18,2250,,12.631578950223869,18.933333075629335,17.510000000000005,0.14,12.303728006463302,0.05636180187646975
42,wfisher,10,86.72514620061506,86.79999997287327,83.79,0.132,0.2617777777777778,0.36577777777777776,0.49911111111111106,0.6213333333333333,12229.079961776733,1.198406423249849,0.11574991792440414,,1.7571200538599656,0.4127318263053894,,,0.5,resnet18,cifar10,0.1,18,2250,,13.256140349092547,10.799999850802948,7.570000000000007,0.16622222222222227,7.948090605529432,0.15611671426388257
42,retrain,2,58.739181269060104,59.73333345879449,57.43,0.4026666666666666,0.4893333333333333,0.11333333333333329,0.5137777777777778,0.2911111111111111,20766.071796417236,1.2587590829540436,0.5828968286514282,,0.0,0.0,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,,,,,,
42,retrain,4,77.01286550278691,70.66666689724393,69.42,0.29333333333333333,0.3031111111111111,0.3986666666666666,0.47777777777777775,0.5373333333333333,35159.23285484314,1.7184870066923832,0.7214545011520386,,0.0,0.0,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,,,,,,
42,retrain,6,85.63742689308926,69.11111111789279,69.26,0.3088888888888889,0.3653333333333333,0.4813333333333333,0.5071111111111111,0.48577777777777775,49550.45008659363,2.756326090870014,0.7985397577285767,,0.0,0.0,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,,,,,,
42,retrain,8,95.56491226463987,73.3777778116862,72.34,0.26622222222222225,0.3475555555555555,0.37777777777777777,0.4302222222222222,0.40800000000000003,63938.09223175049,3.1134208474362035,0.8545982241630554,,0.0,0.0,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,,,,,,
42,retrain,10,99.9812865497076,76.00000012207032,76.22,0.24,0.42800000000000005,0.4542222222222222,0.42000000000000004,0.31599999999999995,78332.93199539185,3.453512590216797,0.8745269179344177,,0.0,0.0,10.0,0.01,0.5,resnet18,cifar10,0.1,18,2250,,,,,,,
